application_id,continent,processing_center,application_date,biometrics_date,biometrics_delay_days,decision_date,processing_days,document_verification_delay,employer,employer_size,salary_usd,applicant_age,education_level,has_job_experience,full_time_flag,case_status,fraud_risk_score,sponsor_country,applicant_country_Argentina,applicant_country_Australia,applicant_country_Bangladesh,applicant_country_Brazil,applicant_country_Canada,applicant_country_Chile,applicant_country_China,applicant_country_Colombia,applicant_country_Egypt,applicant_country_France,applicant_country_Germany,applicant_country_Ghana,applicant_country_India,applicant_country_Italy,applicant_country_Japan,applicant_country_Kenya,applicant_country_Mexico,applicant_country_Netherlands,applicant_country_New Zealand,applicant_country_Nigeria,applicant_country_Pakistan,applicant_country_Philippines,applicant_country_Poland,applicant_country_South Africa,applicant_country_Spain,applicant_country_UAE,applicant_country_UK,applicant_country_USA,visa_type_B1/B2,visa_type_Business,visa_type_F1,visa_type_Family,visa_type_H1B,visa_type_H4,visa_type_J1,visa_type_L1,visa_type_Student (Other),visa_type_Tourist,visa_type_Work (Other)
APP000011,South America,Mumbai Consulate,2022-03-31,31-03-2022,0,2022-04-12,12,1,FinServ,167,20615,44,High School,Y,N,Approved,0.241,Colombia,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP000012,Asia,San Francisco Consulate,2025-01-18,29-01-2025,11,2025-02-15,28,0,FinServ,0,0,27,Master's,N,Y,Approved,0.224,New Zealand,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
APP000013,Oceania,Hyderabad Consulate,2018-10-12,29-10-2018,17,2018-11-30,49,11,InfoCorp,95,29525,26,Master's,N,N,Approved,0.177,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP000014,Asia,Dubai Consulate,2021-03-31,06-04-2021,6,2021-04-04,4,1,FinServ,119,25876,46,Bachelor's,N,N,Approved,0.249,UAE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
APP000015,Asia,San Francisco Consulate,2019-02-18,11-03-2019,21,2019-03-24,34,4,FinServ,0,0,32,Master's,Y,Y,Approved,0.189,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP000016,Africa,Tokyo Consulate,2022-02-03,25-02-2022,22,2022-05-11,97,15,FinServ,0,0,30,High School,N,Y,Withdrawn,0.136,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
APP000017,Europe,Hyderabad Consulate,2020-12-29,16-01-2021,18,2021-04-19,111,0,TechSolutions,820,41849,42,Bachelor's,N,Y,Approved,0.196,France,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP000018,South America,Tokyo Consulate,2019-12-02,24-01-2020,53,2020-01-02,31,12,BuildIt,1606,22435,40,Master's,Y,N,Approved,0.205,Brazil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP000019,Oceania,Toronto Consulate,2022-04-04,19-04-2022,15,2022-06-04,61,4,MediHealth,387,7326,23,High School,Y,N,Approved,0.154,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP000020,North America,Hyderabad Consulate,2021-08-21,06-09-2021,16,2021-10-18,58,5,InfoCorp,113,39112,18,Master's,Y,Y,Approved,0.212,Mexico,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP000021,Asia,Dubai Consulate,2021-07-16,16-07-2021,0,2021-12-16,153,1,TechSolutions,554,7755,39,PhD,N,Y,Approved,0.084,China,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP000022,Africa,Hyderabad Consulate,2024-05-12,12-05-2024,0,2024-07-19,68,2,MediHealth,2622,9640,51,Bachelor's,Y,Y,Approved,0.261,South Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP000023,South America,Tokyo Consulate,2023-08-07,20-08-2023,13,2023-09-06,30,4,InfoCorp,329,20487,36,Bachelor's,Y,Y,Approved,0.269,Chile,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP000024,Africa,Bangalore Consulate,2019-07-26,18-08-2019,23,2019-11-01,98,0,FinServ,0,0,20,High School,N,N,Denied,0.194,New Zealand,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP000025,Europe,Sydney Consulate,2020-12-12,09-01-2021,28,2021-01-19,38,13,BuildIt,67,10235,46,Master's,Y,N,Approved,0.222,Netherlands,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP000026,South America,New York Consulate,2022-01-22,04-02-2022,13,2022-02-21,30,0,FinServ,0,0,38,PhD,Y,N,Approved,0.195,New Zealand,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP000027,Europe,Toronto Consulate,2019-01-08,14-01-2019,6,2019-01-21,13,10,BuildIt,200,19929,52,Bachelor's,Y,Y,Approved,0.262,Germany,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP000028,Asia,Chennai Consulate,2025-01-14,26-01-2025,12,2025-03-20,65,14,FinServ,494,29234,27,Master's,Y,Y,Denied,0.204,Philippines,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP000029,Europe,New York Consulate,2024-09-08,25-09-2024,17,2024-12-07,90,2,InfoCorp,1438,26166,35,Bachelor's,N,Y,Withdrawn,0.161,Poland,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP000030,Asia,Berlin Consulate,2023-04-02,18-04-2023,16,2023-07-26,115,4,FinServ,425,7840,24,High School,Y,N,Denied,0.337,Pakistan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
APP000031,Oceania,San Francisco Consulate,2018-02-17,18-02-2018,1,2018-02-28,11,8,EduWorld,1132,5518,38,Bachelor's,Y,N,Denied,0.377,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP000032,South America,Chicago Consulate,2024-01-09,06-02-2024,28,2024-03-23,74,0,FinServ,0,0,18,PhD,N,N,Approved,0.135,New Zealand,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP000033,North America,Mumbai Consulate,2021-04-17,17-04-2021,0,2021-07-20,94,0,BuildIt,1837,46249,22,PhD,Y,Y,Approved,0.238,Mexico,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP000034,Africa,Delhi Consulate,2020-12-14,07-01-2021,24,2021-04-02,109,4,MediHealth,3125,43399,30,Diploma,Y,N,Approved,0.108,Kenya,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
APP000035,Oceania,Chicago Consulate,2019-03-12,12-03-2019,0,2019-04-25,44,2,GlobalHire,71,31554,33,Bachelor's,N,Y,Approved,0.209,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP000036,South America,Sydney Consulate,2024-10-30,04-11-2024,5,2025-01-24,86,0,FinServ,603,19016,38,Diploma,Y,N,Approved,0.132,Chile,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP000037,Europe,Dubai Consulate,2019-10-24,01-11-2019,8,2020-01-08,76,2,TechSolutions,178,78819,30,Bachelor's,N,Y,Approved,0.18,Germany,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP000038,Oceania,London Consulate,2023-06-25,23-07-2023,28,2023-07-05,10,3,TechSolutions,216,15621,19,Bachelor's,N,Y,Approved,0.273,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP000039,Asia,Chicago Consulate,2021-06-13,14-07-2021,31,2021-09-23,102,2,InfoCorp,1851,1000,26,High School,Y,Y,Approved,0.228,India,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP000040,Europe,Chicago Consulate,2024-05-12,13-05-2024,1,2024-07-09,58,0,MediHealth,402,16475,26,Bachelor's,Y,Y,Withdrawn,0.152,UK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
APP000041,Asia,San Francisco Consulate,2018-10-11,23-10-2018,12,2019-01-07,88,11,GlobalHire,275,31730,28,High School,Y,Y,Withdrawn,0.133,India,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
APP000042,Oceania,Tokyo Consulate,2023-05-01,21-05-2023,20,2023-08-06,97,4,TechSolutions,530,12641,17,Master's,Y,Y,Approved,0.11,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP000043,Oceania,Sydney Consulate,2024-10-20,14-11-2024,25,2025-01-30,102,0,GlobalHire,129,22141,18,Bachelor's,Y,Y,Withdrawn,0.123,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
APP000044,Africa,Dubai Consulate,2020-04-03,11-04-2020,8,2020-05-05,32,13,EduWorld,872,5838,38,Master's,Y,Y,Approved,0.292,Kenya,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP000045,South America,Tokyo Consulate,2025-04-15,15-04-2025,0,2025-07-14,90,3,TechSolutions,293,8404,25,Bachelor's,N,Y,Approved,0.125,Chile,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
APP000046,North America,Toronto Consulate,2019-05-11,02-06-2019,22,2019-07-02,52,3,TechSolutions,173,18086,37,High School,N,N,Approved,0.229,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP000047,Europe,London Consulate,2018-03-28,16-04-2018,19,2018-05-19,52,1,FinServ,0,0,39,Bachelor's,N,Y,Approved,0.205,New Zealand,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP000048,Oceania,Hyderabad Consulate,2018-01-30,04-03-2018,33,2018-03-15,44,5,TechSolutions,258,27710,39,Bachelor's,Y,Y,Denied,0.16,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP000049,Asia,Delhi Consulate,2020-07-26,02-08-2020,7,2020-10-20,86,10,TechSolutions,483,41148,35,Master's,Y,N,Denied,0.223,UAE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
APP000050,Asia,Mumbai Consulate,2023-10-07,20-10-2023,13,2024-03-07,152,12,FinServ,0,0,26,PhD,N,Y,Denied,0.095,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP000051,Europe,Toronto Consulate,2020-05-27,08-06-2020,12,2020-09-19,115,12,InfoCorp,1177,15337,18,Bachelor's,Y,N,Approved,0.094,France,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP000052,Oceania,Berlin Consulate,2023-04-21,17-05-2023,26,2023-04-26,5,2,FinServ,0,0,53,High School,N,Y,Withdrawn,0.251,New Zealand,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP000053,Europe,Dubai Consulate,2022-07-26,02-08-2022,7,2022-10-15,81,11,MediHealth,204,42985,36,Diploma,Y,Y,Approved,0.165,Poland,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
APP000054,Europe,Tokyo Consulate,2022-11-01,08-11-2022,7,2023-01-29,89,1,EduWorld,28,10579,20,Bachelor's,Y,Y,Approved,0.199,UK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
APP000055,North America,Toronto Consulate,2018-08-10,21-08-2018,11,2018-12-03,115,1,TechSolutions,445,9348,18,High School,Y,N,Denied,0.232,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
APP000056,South America,New York Consulate,2021-10-21,15-11-2021,25,2022-04-09,170,11,InfoCorp,158,6604,28,Bachelor's,Y,Y,Approved,0.039,Brazil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
APP000057,Asia,Hyderabad Consulate,2024-01-06,22-01-2024,16,2024-02-08,33,0,GlobalHire,1066,19752,48,Bachelor's,Y,N,Approved,0.23,China,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP000058,Africa,Chennai Consulate,2021-02-14,05-03-2021,19,2021-05-16,91,4,InfoCorp,446,1852,25,Diploma,Y,Y,Denied,0.166,Kenya,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
APP000059,Africa,Toronto Consulate,2024-03-04,12-03-2024,8,2024-05-09,66,0,TechSolutions,344,26452,18,Diploma,N,Y,Approved,0.142,Kenya,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP000060,Asia,Sydney Consulate,2018-03-02,24-03-2018,22,2018-06-04,94,13,MediHealth,166,36650,26,High School,Y,Y,Approved,0.364,India,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
APP000061,Asia,Chennai Consulate,2022-07-23,13-08-2022,21,2022-09-21,60,2,InfoCorp,482,17321,34,Bachelor's,N,N,Approved,0.151,Philippines,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP000062,Africa,San Francisco Consulate,2022-07-01,26-07-2022,25,2022-07-17,16,6,FinServ,0,0,40,Master's,N,Y,Approved,0.26,New Zealand,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP000063,Asia,Delhi Consulate,2022-05-19,12-06-2022,24,2022-08-29,102,17,FinServ,0,0,21,PhD,Y,N,Denied,0.145,New Zealand,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
APP000064,North America,New York Consulate,2024-03-26,05-04-2024,10,2024-06-23,89,6,InfoCorp,665,11660,33,Bachelor's,N,Y,Approved,0.169,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
APP000065,South America,Hyderabad Consulate,2021-04-30,06-06-2021,37,2021-08-03,95,8,FinServ,0,0,22,PhD,Y,N,Approved,0.164,New Zealand,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP000066,Europe,Paris Consulate,2024-01-30,06-02-2024,7,2024-02-15,16,1,TechSolutions,69,17597,24,High School,Y,N,Approved,0.379,UK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
APP000067,Asia,Delhi Consulate,2018-07-25,11-08-2018,17,2018-12-13,141,0,BuildIt,341,23488,28,PhD,Y,N,Approved,0.325,UAE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
APP000068,Oceania,Chicago Consulate,2023-12-16,25-12-2023,9,2024-02-05,51,17,BuildIt,221,16032,49,Master's,Y,N,Approved,0.242,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
APP000069,Europe,Mumbai Consulate,2020-02-01,15-02-2020,14,2020-03-12,40,4,InfoCorp,280,24670,45,High School,Y,Y,Approved,0.32,UK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
APP000070,Asia,Tokyo Consulate,2020-08-21,30-08-2020,9,2020-10-03,43,3,FinServ,0,0,60,Master's,Y,N,Approved,0.253,New Zealand,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP000071,Africa,Hyderabad Consulate,2024-06-29,12-07-2024,13,2024-07-30,31,9,FinServ,0,0,42,Master's,N,N,Approved,0.243,New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP000072,Oceania,Mumbai Consulate,2022-09-14,29-09-2022,15,2022-10-15,31,1,BuildIt,661,18194,36,Bachelor's,Y,N,Approved,0.209,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP000073,South America,Hyderabad Consulate,2021-07-10,04-08-2021,25,2021-09-27,79,13,FinServ,0,0,20,High School,N,N,Approved,0.15,New Zealand,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
APP000074,Europe,Chennai Consulate,2025-03-28,11-04-2025,14,2025-06-04,68,0,InfoCorp,1058,11835,26,Bachelor's,Y,Y,Withdrawn,0.149,France,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
APP000075,North America,Chicago Consulate,2018-10-25,08-11-2018,14,2019-02-18,116,14,FinServ,1238,116210,25,Bachelor's,Y,Y,Approved,0.164,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
APP000076,Asia,Berlin Consulate,2019-02-14,05-03-2019,19,2019-02-25,11,3,FinServ,206,27604,38,Master's,N,N,Approved,0.246,Pakistan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP000077,Asia,Sydney Consulate,2020-12-22,01-01-2021,10,2021-01-02,11,3,InfoCorp,586,13940,31,High School,Y,Y,Approved,0.193,Bangladesh,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
APP000078,Europe,Chicago Consulate,2020-09-27,11-10-2020,14,2020-11-15,49,9,FinServ,202,28188,25,Bachelor's,N,Y,Approved,0.284,France,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
APP000079,North America,Toronto Consulate,2024-02-04,13-02-2024,9,2024-04-29,85,0,GlobalHire,167,10188,21,Bachelor's,Y,Y,Approved,0.198,Canada,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APP000080,South America,Dubai Consulate,2025-05-02,23-05-2025,21,2025-06-02,31,10,InfoCorp,181,34495,43,Bachelor's,N,Y,Denied,0.305,Chile,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APP000081,Oceania,San Francisco Consulate,2024-03-21,05-04-2024,15,2024-06-04,75,7,MediHealth,278,21636,29,Bachelor's,Y,Y,Approved,0.194,Australia,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
